gene,transcript_id,transcript_name,strand,last_exon_start,last_exon_end,utr_length,utr_status,ig_label
KRAS,ENST00000311936,KRAS-202,-,25205246,25209911,4552,valid,
KRAS,ENST00000556131,KRAS-203,-,25232591,25235226,2618,valid,
KRAS,ENST00000557334,KRAS-204,-,25209178,25209911,620,valid,
KRAS,ENST00000685328,KRAS-205,-,25205258,25209911,4540,valid,
KRAS,ENST00000686877,KRAS-206,-,25205250,25209911,25318,valid,
KRAS,ENST00000686969,KRAS-207,-,25232558,25235226,2651,valid,
KRAS,ENST00000687356,KRAS-208,-,25205270,25209911,20495,valid,
KRAS,ENST00000688228,KRAS-209,-,25209673,25209911,,missing_CDS,
KRAS,ENST00000688940,KRAS-210,-,25206933,25209911,2865,valid,
KRAS,ENST00000690406,KRAS-211,-,25205246,25209911,20368,valid,
KRAS,ENST00000690804,KRAS-212,-,25207948,25209911,20902,valid,
KRAS,ENST00000692768,KRAS-213,-,25205343,25209911,4455,valid,
KRAS,ENST00000693229,KRAS-214,-,25205260,25209911,4538,valid,
KRAS,ENST00000894155,KRAS-215,-,25209168,25209911,630,valid,
KRAS,ENST00000940422,KRAS-216,-,25209178,25209911,620,valid,
LAG3,ENST00000203629,LAG3-201,+,6778244,6778455,68,valid,
LAG3,ENST00000441671,LAG3-202,+,6775273,6775733,162,valid,
LAG3,ENST00000538079,LAG3-203,+,6777791,6778455,,missing_CDS,
LAG3,ENST00000541049,LAG3-204,+,6778244,6778455,,missing_CDS,
LAG3,ENST00000851036,LAG3-205,+,6778244,6778455,68,valid,
LAG3,ENST00000887797,LAG3-206,+,6778244,6778455,68,valid,
LAG3,ENST00000887798,LAG3-207,+,6778295,6778453,66,valid,
MET,ENST00000318493,MET-201,+,116795887,116798377,2256,valid,
MET,ENST00000397752,MET-202,+,116795887,116798377,2256,valid,
MET,ENST00000422097,MET-203,+,116769645,116769909,46,valid,
MET,ENST00000436117,MET-204,+,116795887,116798377,35300,valid,
MET,ENST00000454623,MET-205,+,116774881,116775072,,invalid_or_negative,
MET,ENST00000456159,MET-206,+,116699071,116699599,,invalid_or_negative,
MET,ENST00000495962,MET-207,+,116755355,116755414,,missing_CDS,
MET,ENST00000917365,MET-208,+,116795887,116798386,2265,valid,
MET,ENST00000950406,MET-209,+,116795887,116798375,2254,valid,
MET,ENST00000950407,MET-210,+,116795887,116798373,2252,valid,
MS4A1,ENST00000345732,MS4A1-201,+,60468250,60470752,2287,valid,
MS4A1,ENST00000389939,MS4A1-202,+,60468250,60470752,2287,valid,
MS4A1,ENST00000527101,MS4A1-203,+,60463762,60463805,,missing_CDS,
MS4A1,ENST00000528313,MS4A1-204,+,60468250,60468892,427,valid,
MS4A1,ENST00000530482,MS4A1-205,+,60468250,60468269,,missing_CDS,
MS4A1,ENST00000532073,MS4A1-206,+,60468250,60470058,1593,valid,
MS4A1,ENST00000532418,MS4A1-207,+,60468250,60468331,,missing_CDS,
MS4A1,ENST00000532491,MS4A1-208,+,60462185,60462393,,invalid_or_negative,
MS4A1,ENST00000533306,MS4A1-209,+,60465921,60465944,,invalid_or_negative,
MS4A1,ENST00000534503,MS4A1-210,+,60463762,60464312,,missing_CDS,
MS4A1,ENST00000534668,MS4A1-211,+,60468250,60470752,2287,valid,
MS4A1,ENST00000674194,MS4A1-212,+,60468250,60470016,1551,valid,
MS4A1,ENST00000904593,MS4A1-213,+,60468250,60470055,1590,valid,
MS4A1,ENST00000904594,MS4A1-214,+,60468250,60469181,716,valid,
MS4A1,ENST00000966396,MS4A1-215,+,60468250,60470058,1593,valid,
MUC1,ENST00000337604,MUC1-201,-,155186123,155186209,15,valid,
MUC1,ENST00000338684,MUC1-202,-,155185826,155186209,312,valid,
MUC1,ENST00000342482,MUC1-203,-,155186123,155186209,15,valid,
MUC1,ENST00000343256,MUC1-204,-,155186123,155186209,15,valid,
MUC1,ENST00000368389,MUC1-205,-,155186123,155186209,15,valid,
MUC1,ENST00000368390,MUC1-206,-,155186123,155186209,15,valid,
MUC1,ENST00000368392,MUC1-207,-,155185948,155186209,190,valid,
MUC1,ENST00000368393,MUC1-208,-,155185948,155186209,1308,valid,
MUC1,ENST00000368396,MUC1-209,-,155186123,155186209,15,valid,
MUC1,ENST00000368398,MUC1-210,-,155186123,155186209,15,valid,
MUC1,ENST00000438413,MUC1-211,-,155185948,155186209,190,valid,
MUC1,ENST00000457295,MUC1-212,-,155185948,155186209,827,valid,
MUC1,ENST00000462215,MUC1-213,-,155185948,155186209,2222,valid,
MUC1,ENST00000462317,MUC1-214,-,155185827,155186209,948,valid,
MUC1,ENST00000466913,MUC1-215,-,155192202,155192247,,missing_CDS,
MUC1,ENST00000467134,MUC1-216,-,155186123,155186209,1450,valid,
MUC1,ENST00000468978,MUC1-217,-,155186708,155187374,,missing_CDS,
MUC1,ENST00000471283,MUC1-218,-,155186123,155186209,1179,valid,
MUC1,ENST00000485118,MUC1-219,-,155185830,155186209,1426,valid,
MUC1,ENST00000498431,MUC1-220,-,155186123,155186209,1450,valid,
MUC1,ENST00000610359,MUC1-221,-,155185826,155186209,312,valid,
MUC1,ENST00000610468,MUC1-222,-,155185948,155186209,2222,valid,
MUC1,ENST00000614519,MUC1-223,-,155185826,155186209,1747,valid,
MUC1,ENST00000615517,MUC1-224,-,155185826,155186209,312,valid,
MUC1,ENST00000620103,MUC1-225,-,155185824,155186209,314,valid,
MUC1,ENST00000620770,MUC1-226,-,155191863,155192310,,missing_CDS,
MUC4,ENST00000308466,MUC4-201,-,195746765,195747380,23573,valid,
MUC4,ENST00000339251,MUC4-202,-,195746765,195747380,23573,valid,
MUC4,ENST00000346145,MUC4-203,-,195746765,195747380,414,valid,
MUC4,ENST00000349607,MUC4-204,-,195746765,195747380,414,valid,
MUC4,ENST00000392407,MUC4-205,-,195746765,195747380,23573,valid,
MUC4,ENST00000415455,MUC4-206,-,195746765,195747380,23573,valid,
MUC4,ENST00000448861,MUC4-207,-,195746765,195747380,24118,valid,
MUC4,ENST00000462323,MUC4-208,-,195747058,195747380,19665,valid,
MUC4,ENST00000463781,MUC4-209,-,195746771,195747380,408,valid,
MUC4,ENST00000464234,MUC4-210,-,195747173,195747380,,missing_CDS,
MUC4,ENST00000466475,MUC4-211,-,195747058,195747380,23280,valid,
MUC4,ENST00000467235,MUC4-212,-,195749856,195751112,,missing_CDS,
MUC4,ENST00000469992,MUC4-213,-,195750607,195751112,,missing_CDS,
MUC4,ENST00000470451,MUC4-214,-,195747058,195747380,19631,valid,
MUC4,ENST00000475231,MUC4-215,-,195747058,195747380,121,valid,
MUC4,ENST00000477086,MUC4-216,-,195747058,195747380,23280,valid,
MUC4,ENST00000477756,MUC4-217,-,195747058,195747380,19665,valid,
MUC4,ENST00000478156,MUC4-218,-,195746765,195747380,6424,valid,
MUC4,ENST00000478685,MUC4-219,-,195809644,195810330,,missing_CDS,
MUC4,ENST00000479406,MUC4-220,-,195747058,195747380,23280,valid,
MUC4,ENST00000480843,MUC4-221,-,195747058,195747380,19665,valid,
MUC4,ENST00000486425,MUC4-222,-,195766662,195766751,,missing_CDS,
MYC,ENST00000259523,MYC-201,+,127740398,127740477,66,valid,
MYC,ENST00000377970,MYC-202,+,127740396,127741434,479,valid,
MYC,ENST00000517291,MYC-203,+,127738251,127738772,,invalid_or_negative,
MYC,ENST00000520751,MYC-204,+,127738292,127738475,,missing_CDS,
MYC,ENST00000524013,MYC-205,+,127740396,127741372,417,valid,
MYC,ENST00000621592,MYC-206,+,127740396,127742951,1996,valid,
MYC,ENST00000641036,MYC-207,+,127736046,127736612,3,valid,
MYC,ENST00000641252,MYC-208,+,127735473,127735817,3,valid,
MYC,ENST00000651626,MYC-209,+,127740396,127741434,479,valid,
MYC,ENST00000652288,MYC-210,+,127740396,127741434,479,valid,
MYC,ENST00000707113,MYC-211,+,127740396,127741434,479,valid,
MYC,ENST00000707114,MYC-212,+,127740396,127741434,479,valid,
MYC,ENST00000707115,MYC-213,+,127740396,127741434,479,valid,
MYC,ENST00000707116,MYC-214,+,127740396,127741434,479,valid,
MYC,ENST00000707117,MYC-215,+,127740396,127741434,,missing_CDS,
PDCD1,ENST00000334409,PDCD1-201,-,241849884,241851297,1177,valid,
PDCD1,ENST00000343705,PDCD1-202,-,241849884,241851297,1177,valid,
PDCD1,ENST00000418831,PDCD1-203,-,241850697,241851297,2162,valid,
PDCD1,ENST00000718473,PDCD1-204,-,241849884,241851294,1177,valid,
PDCD1,ENST00000718474,PDCD1-205,-,241849884,241851297,2192,valid,
PDCD1,ENST00000890793,PDCD1-206,-,241849886,241851297,1175,valid,
PDCD1,ENST00000944235,PDCD1-207,-,241849887,241851297,1174,valid,
PECAM1,ENST00000561739,PECAM1-201,-,64375187,64375356,,missing_CDS,
PECAM1,ENST00000563523,PECAM1-202,-,64375176,64375356,,invalid_or_negative,
PECAM1,ENST00000563924,PECAM1-203,-,64319415,64323845,4404,valid,
PECAM1,ENST00000564866,PECAM1-204,-,64375051,64375356,,invalid_or_negative,
PECAM1,ENST00000566422,PECAM1-205,-,64363348,64363397,,missing_CDS,
PECAM1,ENST00000566616,PECAM1-206,-,64375188,64375356,,missing_CDS,
PECAM1,ENST00000568702,PECAM1-207,-,64363286,64363397,,missing_CDS,
PECAM1,ENST00000569530,PECAM1-208,-,64377574,64378117,,missing_CDS,
PECAM1,ENST00000569967,PECAM1-209,-,64375338,64375356,,invalid_or_negative,
PECAM1,ENST00000904873,PECAM1-210,-,64323054,64323845,765,valid,
PECAM1,ENST00000904874,PECAM1-211,-,64323053,64323845,766,valid,
PECAM1,ENST00000904875,PECAM1-212,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904876,PECAM1-213,-,64322505,64323845,1314,valid,
PECAM1,ENST00000904877,PECAM1-214,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904878,PECAM1-215,-,64322501,64323845,1318,valid,
PECAM1,ENST00000904879,PECAM1-216,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904880,PECAM1-217,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904881,PECAM1-218,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904882,PECAM1-219,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904883,PECAM1-220,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904884,PECAM1-221,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904885,PECAM1-222,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904886,PECAM1-223,-,64322503,64323845,1316,valid,
PECAM1,ENST00000904887,PECAM1-224,-,64322513,64323845,1306,valid,
PECAM1,ENST00000904888,PECAM1-225,-,64322505,64323845,1314,valid,
PECAM1,ENST00000904889,PECAM1-226,-,64322972,64323845,847,valid,
PECAM1,ENST00000904890,PECAM1-227,-,64323057,64323845,762,valid,
PECAM1,ENST00000904891,PECAM1-228,-,64323050,64323845,769,valid,
PECAM1,ENST00000904892,PECAM1-229,-,64323602,64323845,217,valid,
PECAM1,ENST00000951541,PECAM1-230,-,64322503,64323845,1316,valid,
PECAM1,ENST00000951542,PECAM1-231,-,64322506,64323845,1313,valid,
PECAM1,ENST00000951543,PECAM1-232,-,64322504,64323845,1315,valid,
PECAM1,ENST00000951544,PECAM1-233,-,64322504,64323845,1315,valid,
PECAM1,ENST00000951545,PECAM1-234,-,64322507,64323845,1312,valid,
PECAM1,ENST00000951546,PECAM1-235,-,64322506,64323845,1313,valid,
PECAM1,ENST00000951547,PECAM1-236,-,64322506,64323845,1313,valid,
PECAM1,ENST00000951548,PECAM1-237,-,64323061,64323845,758,valid,
PECAM1,ENST00000951549,PECAM1-238,-,64323061,64323845,758,valid,
PECAM1,ENST00000951550,PECAM1-239,-,64323055,64323845,764,valid,
PECAM1,ENST00000951551,PECAM1-240,-,64323460,64323845,359,valid,
PECAM1,ENST00000951552,PECAM1-241,-,64323460,64323845,359,valid,
PECAM1,ENST00000951553,PECAM1-242,-,64323459,64323845,360,valid,
S100A1,ENST00000292169,S100A1-201,+,153631698,153632039,201,valid,
S100A1,ENST00000368696,S100A1-202,+,153631512,153631804,275,valid,
S100A1,ENST00000368698,S100A1-203,+,153631698,153632034,196,valid,
S100A1,ENST00000436839,S100A1-204,+,153630509,153630625,,invalid_or_negative,
S100A1,ENST00000469893,S100A1-205,+,153631698,153632039,,missing_CDS,
S100A1,ENST00000883563,S100A1-206,+,153631698,153632044,206,valid,
S100A1,ENST00000883564,S100A1-207,+,153631698,153632038,200,valid,
S100A10,ENST00000368809,S100A10-201,-,151982918,151983324,248,valid,
S100A10,ENST00000368811,S100A10-202,-,151982915,151983324,251,valid,
S100A10,ENST00000478348,S100A10-203,-,151985158,151985335,,missing_CDS,
S100A10,ENST00000478574,S100A10-204,-,151983232,151983324,,missing_CDS,
S100A10,ENST00000872056,S100A10-205,-,151982915,151983324,251,valid,
S100A10,ENST00000872057,S100A10-206,-,151982918,151983324,248,valid,
S100A10,ENST00000919940,S100A10-207,-,151982915,151983324,251,valid,
S100A10,ENST00000919941,S100A10-208,-,151982915,151983324,251,valid,
S100A10,ENST00000919942,S100A10-209,-,151982903,151983324,263,valid,
S100A10,ENST00000919943,S100A10-210,-,151982915,151983324,251,valid,
S100A11,ENST00000271638,S100A11-201,-,152032506,152032823,159,valid,
S100A11,ENST00000478109,S100A11-202,-,152032506,152032823,,missing_CDS,
S100A11,ENST00000876489,S100A11-203,-,152032516,152032817,149,valid,
S100A11,ENST00000932478,S100A11-204,-,152032504,152032817,161,valid,
S100A11,ENST00000932479,S100A11-205,-,152032506,152032814,159,valid,
S100A11,ENST00000932480,S100A11-206,-,152032506,152032823,159,valid,
S100A12,ENST00000368737,S100A12-201,-,153373711,153373967,119,valid,
S100A13,ENST00000339556,S100A13-201,-,153618799,153619038,99,valid,
S100A13,ENST00000392622,S100A13-202,-,153618804,153619038,94,valid,
S100A13,ENST00000392623,S100A13-203,-,153618804,153619038,94,valid,
S100A13,ENST00000440685,S100A13-204,-,153618787,153619038,111,valid,
S100A13,ENST00000469931,S100A13-205,-,153631661,153631825,,missing_CDS,
S100A13,ENST00000472233,S100A13-206,-,153627508,153627598,,missing_CDS,
S100A13,ENST00000476133,S100A13-207,-,153618799,153619038,99,valid,
S100A13,ENST00000484413,S100A13-208,-,153618779,153619038,119,valid,
S100A13,ENST00000491177,S100A13-209,-,153618808,153619038,90,valid,
S100A13,ENST00000497086,S100A13-210,-,153618803,153619038,95,valid,
S100A13,ENST00000607839,S100A13-211,-,153631438,153631825,,missing_CDS,
S100A13,ENST00000883331,S100A13-212,-,153618799,153619038,99,valid,
S100A13,ENST00000883332,S100A13-213,-,153618805,153619038,93,valid,
S100A13,ENST00000883333,S100A13-214,-,153618805,153619038,93,valid,
S100A13,ENST00000883334,S100A13-215,-,153618799,153619038,99,valid,
S100A13,ENST00000883335,S100A13-216,-,153618801,153619038,97,valid,
S100A13,ENST00000883336,S100A13-217,-,153618805,153619038,93,valid,
S100A13,ENST00000883337,S100A13-218,-,153618805,153619038,93,valid,
S100A13,ENST00000883338,S100A13-219,-,153618808,153619038,90,valid,
S100A13,ENST00000883339,S100A13-220,-,153618805,153619038,93,valid,
S100A13,ENST00000883340,S100A13-221,-,153618803,153619038,95,valid,
S100A13,ENST00000883341,S100A13-222,-,153618805,153619038,93,valid,
S100A13,ENST00000883342,S100A13-223,-,153618799,153619038,99,valid,
S100A13,ENST00000914275,S100A13-224,-,153618612,153619038,286,valid,
S100A13,ENST00000914276,S100A13-225,-,153618799,153619038,99,valid,
S100A13,ENST00000914277,S100A13-226,-,153618799,153619038,99,valid,
S100A13,ENST00000914278,S100A13-227,-,153618804,153619038,94,valid,
S100A13,ENST00000914279,S100A13-228,-,153618805,153619038,93,valid,
S100A13,ENST00000914280,S100A13-229,-,153618805,153619038,93,valid,
S100A13,ENST00000914281,S100A13-230,-,153618805,153619038,93,valid,
S100A13,ENST00000914282,S100A13-231,-,153618799,153619038,99,valid,
S100A13,ENST00000914283,S100A13-232,-,153618812,153619038,86,valid,
S100A13,ENST00000914284,S100A13-233,-,153618799,153619038,99,valid,
S100A13,ENST00000914285,S100A13-234,-,153618805,153619038,93,valid,
S100A13,ENST00000914286,S100A13-235,-,153618803,153619038,95,valid,
S100A13,ENST00000914287,S100A13-236,-,153618805,153619038,93,valid,
S100A13,ENST00000914288,S100A13-237,-,153618786,153619038,112,valid,
S100A13,ENST00000914289,S100A13-238,-,153618799,153619038,99,valid,
S100A13,ENST00000914290,S100A13-239,-,153618799,153619038,99,valid,
S100A13,ENST00000914291,S100A13-240,-,153618805,153619038,93,valid,
S100A13,ENST00000914292,S100A13-241,-,153618805,153619038,93,valid,
S100A13,ENST00000972165,S100A13-242,-,153618779,153619038,119,valid,
S100A13,ENST00000972166,S100A13-243,-,153618808,153619038,90,valid,
S100A13,ENST00000972167,S100A13-244,-,153618803,153619038,95,valid,
S100A14,ENST00000344616,S100A14-201,-,153614255,153615022,633,valid,
S100A14,ENST00000368700,S100A14-202,-,153614777,153615022,,missing_CDS,
S100A14,ENST00000368701,S100A14-203,-,153614255,153615022,633,valid,
S100A14,ENST00000368702,S100A14-204,-,153614255,153615022,633,valid,
S100A14,ENST00000469571,S100A14-205,-,153614918,153615022,,missing_CDS,
S100A14,ENST00000476873,S100A14-206,-,153614255,153615022,633,valid,
S100A14,ENST00000859573,S100A14-207,-,153614261,153615022,627,valid,
S100A14,ENST00000946612,S100A14-208,-,153614281,153615022,607,valid,
S100A16,ENST00000368703,S100A16-201,-,153606975,153607692,562,valid,
S100A16,ENST00000368704,S100A16-202,-,153606886,153607692,651,valid,
S100A16,ENST00000368705,S100A16-203,-,153607362,153607692,175,valid,
S100A16,ENST00000368706,S100A16-204,-,153606886,153607692,651,valid,
S100A16,ENST00000474991,S100A16-205,-,153607452,153607718,,missing_CDS,
S100A16,ENST00000852960,S100A16-206,-,153606886,153607692,651,valid,
S100A16,ENST00000852961,S100A16-207,-,153606892,153607692,645,valid,
S100A16,ENST00000852962,S100A16-208,-,153606890,153607692,647,valid,
S100A16,ENST00000852963,S100A16-209,-,153606889,153607692,648,valid,
S100A16,ENST00000852964,S100A16-210,-,153606891,153607692,646,valid,
S100A16,ENST00000852965,S100A16-211,-,153606883,153607692,654,valid,
S100A16,ENST00000852966,S100A16-212,-,153606891,153607692,646,valid,
S100A16,ENST00000852967,S100A16-213,-,153606882,153607692,655,valid,
S100A16,ENST00000852968,S100A16-214,-,153607491,153607692,46,valid,
S100A16,ENST00000852969,S100A16-215,-,153606889,153607692,648,valid,
S100A16,ENST00000852970,S100A16-216,-,153606886,153607692,651,valid,
S100A16,ENST00000852971,S100A16-217,-,153606886,153607692,651,valid,
S100A16,ENST00000852972,S100A16-218,-,153606890,153607692,647,valid,
S100A16,ENST00000852973,S100A16-219,-,153606889,153607692,648,valid,
S100A16,ENST00000852974,S100A16-220,-,153606886,153607692,651,valid,
S100A16,ENST00000852975,S100A16-221,-,153606886,153607692,651,valid,
S100A16,ENST00000852976,S100A16-222,-,153606886,153607692,651,valid,
S100A16,ENST00000913004,S100A16-223,-,153606886,153607692,651,valid,
S100A16,ENST00000913005,S100A16-224,-,153606886,153607692,651,valid,
S100A16,ENST00000913006,S100A16-225,-,153606886,153607692,651,valid,
S100A16,ENST00000970156,S100A16-226,-,153606892,153607692,645,valid,
S100A16,ENST00000970157,S100A16-227,-,153606891,153607692,646,valid,
S100A16,ENST00000970158,S100A16-228,-,153606889,153607692,648,valid,
S100A2,ENST00000368707,S100A2-201,-,153561349,153561591,221,valid,
S100A2,ENST00000368708,S100A2-202,-,153561108,153561591,334,valid,
S100A2,ENST00000368709,S100A2-203,-,153561343,153561591,99,valid,
S100A2,ENST00000368710,S100A2-204,-,153561340,153561591,102,valid,
S100A2,ENST00000487430,S100A2-205,-,153561340,153561591,102,valid,
S100A2,ENST00000497140,S100A2-206,-,153561340,153561591,102,valid,
S100A2,ENST00000883392,S100A2-207,-,153561345,153561591,97,valid,
S100A2,ENST00000930957,S100A2-208,-,153560950,153561591,492,valid,
S100A2,ENST00000930958,S100A2-209,-,153561340,153561591,102,valid,
S100A2,ENST00000930959,S100A2-210,-,153561340,153561591,102,valid,
S100A2,ENST00000930960,S100A2-211,-,153561342,153561591,100,valid,
S100A2,ENST00000930961,S100A2-212,-,153561340,153561588,102,valid,
S100A2,ENST00000930962,S100A2-213,-,153561335,153561591,107,valid,
S100A3,ENST00000368712,S100A3-201,-,153547513,153547846,172,valid,
S100A3,ENST00000368713,S100A3-202,-,153547329,153547846,356,valid,
S100A3,ENST00000873876,S100A3-203,-,153547330,153547846,355,valid,
S100A3,ENST00000873877,S100A3-204,-,153547329,153547846,356,valid,
S100A3,ENST00000929796,S100A3-205,-,153547331,153547846,354,valid,
S100A3,ENST00000969280,S100A3-206,-,153547329,153547846,356,valid,
S100A4,ENST00000354332,S100A4-201,-,153543613,153543923,149,valid,
S100A4,ENST00000368714,S100A4-202,-,153543621,153543923,141,valid,
S100A4,ENST00000368715,S100A4-203,-,153543613,153543923,149,valid,
S100A4,ENST00000368716,S100A4-204,-,153543621,153543923,141,valid,
S100A4,ENST00000468373,S100A4-205,-,153543613,153543939,,missing_CDS,
S100A4,ENST00000481009,S100A4-206,-,153543613,153543923,,missing_CDS,
S100A4,ENST00000854969,S100A4-207,-,153543619,153543923,143,valid,
S100A4,ENST00000854970,S100A4-208,-,153543619,153543923,143,valid,
S100A4,ENST00000854971,S100A4-209,-,153543619,153543896,143,valid,
S100A4,ENST00000854972,S100A4-210,-,153543621,153543923,141,valid,
S100A4,ENST00000854973,S100A4-211,-,153543622,153543923,140,valid,
S100A4,ENST00000854974,S100A4-212,-,153543621,153543923,141,valid,
S100A4,ENST00000942410,S100A4-213,-,153543620,153543923,142,valid,
S100A4,ENST00000942411,S100A4-214,-,153543621,153543992,141,valid,
S100A4,ENST00000942412,S100A4-215,-,153543631,153543923,131,valid,
S100A4,ENST00000942413,S100A4-216,-,153543626,153543923,136,valid,
S100A5,ENST00000368717,S100A5-201,-,153537147,153537436,152,valid,
S100A5,ENST00000368718,S100A5-202,-,153537147,153537436,152,valid,
S100A5,ENST00000963779,S100A5-203,-,153537153,153537436,146,valid,
S100A6,ENST00000368719,S100A6-201,-,153534599,153534830,100,valid,
S100A6,ENST00000368720,S100A6-202,-,153534599,153534830,100,valid,
S100A6,ENST00000462776,S100A6-203,-,153534714,153534830,,invalid_or_negative,
S100A6,ENST00000462951,S100A6-204,-,153535093,153535360,,missing_CDS,
S100A6,ENST00000496817,S100A6-205,-,153534599,153534830,100,valid,
S100A6,ENST00000896466,S100A6-206,-,153534599,153534830,100,valid,
S100A6,ENST00000896467,S100A6-207,-,153534599,153534830,100,valid,
S100A6,ENST00000896468,S100A6-208,-,153534594,153534830,105,valid,
S100A6,ENST00000896469,S100A6-209,-,153534599,153534830,100,valid,
S100A6,ENST00000896470,S100A6-210,-,153534599,153534830,100,valid,
S100A6,ENST00000896471,S100A6-211,-,153534600,153534830,99,valid,
S100A6,ENST00000896472,S100A6-212,-,153534601,153534830,98,valid,
S100A6,ENST00000896473,S100A6-213,-,153534603,153534830,96,valid,
S100A6,ENST00000896474,S100A6-214,-,153534599,153534827,100,valid,
S100A6,ENST00000896475,S100A6-215,-,153534603,153534821,96,valid,
S100A6,ENST00000925440,S100A6-216,-,153534599,153534830,100,valid,
S100A6,ENST00000925441,S100A6-217,-,153534599,153534830,100,valid,
S100A6,ENST00000925442,S100A6-218,-,153534591,153534830,108,valid,
S100A6,ENST00000925443,S100A6-219,-,153534600,153534830,99,valid,
S100A6,ENST00000954696,S100A6-220,-,153534602,153534827,97,valid,
S100A7,ENST00000368722,S100A7-201,-,153457744,153457970,65,valid,
S100A7,ENST00000368723,S100A7-202,-,153457744,153457970,65,valid,
S100A7,ENST00000948759,S100A7-203,-,153457751,153457970,58,valid,
S100A7A,ENST00000329256,S100A7A-201,+,153419145,153419355,49,valid,
S100A7A,ENST00000368728,S100A7A-202,+,153419145,153419370,64,valid,
S100A7A,ENST00000368729,S100A7A-203,+,153419145,153423222,3916,valid,
S100A8,ENST00000368732,S100A8-201,-,153390032,153390243,74,valid,
S100A8,ENST00000368733,S100A8-202,-,153390032,153390243,74,valid,
S100A8,ENST00000477801,S100A8-203,-,153390204,153390243,,missing_CDS,
S100A8,ENST00000909750,S100A8-204,-,153390033,153390243,73,valid,
S100A8,ENST00000909751,S100A8-205,-,153390032,153390243,74,valid,
S100A8,ENST00000955442,S100A8-206,-,153390032,153390237,74,valid,
S100A8,ENST00000955443,S100A8-207,-,153390033,153390243,73,valid,
S100A9,ENST00000368738,S100A9-201,+,153360644,153361023,188,valid,
S100A9,ENST00000872632,S100A9-202,+,153360644,153361027,192,valid,
S100A9,ENST00000872633,S100A9-203,+,153360644,153361027,192,valid,
S100A9,ENST00000872634,S100A9-204,+,153360644,153361027,192,valid,
S100A9,ENST00000970306,S100A9-205,+,153360647,153361025,190,valid,
S100B,ENST00000291700,S100B-201,-,46598604,46599503,762,valid,
S100B,ENST00000367071,S100B-202,-,46598962,46599503,492,valid,
S100B,ENST00000397648,S100B-203,-,46599281,46599503,85,valid,
S100B,ENST00000877391,S100B-204,-,46598510,46599503,856,valid,
S100B,ENST00000877392,S100B-205,-,46598510,46599503,856,valid,
S100B,ENST00000877393,S100B-206,-,46598508,46599503,858,valid,
S100B,ENST00000877394,S100B-207,-,46598962,46599503,404,valid,
S100B,ENST00000877395,S100B-208,-,46598962,46599503,404,valid,
S100B,ENST00000877396,S100B-209,-,46599208,46599503,158,valid,
S100B,ENST00000928840,S100B-210,-,46598962,46599503,404,valid,
S100B,ENST00000963271,S100B-211,-,46598508,46599503,858,valid,
S100B,ENST00000963272,S100B-212,-,46598955,46599503,411,valid,
S100B,ENST00000963273,S100B-213,-,46598963,46599503,403,valid,
S100G,ENST00000380200,S100G-201,+,16654405,16654670,164,valid,
S100P,ENST00000296370,S100P-201,+,6696893,6697170,131,valid,
S100P,ENST00000513778,S100P-202,+,6696893,6697170,,missing_CDS,
S100Z,ENST00000317593,S100Z-201,+,76920717,76921650,43821,valid,
S100Z,ENST00000513010,S100Z-202,+,76877674,76878219,390,valid,
S100Z,ENST00000613039,S100Z-203,+,76920717,76921026,43197,valid,
S100Z,ENST00000873722,S100Z-204,+,76920717,76921649,43820,valid,
S100Z,ENST00000873723,S100Z-205,+,76877674,76879044,1215,valid,
S100Z,ENST00000951781,S100Z-206,+,76920721,76921647,43818,valid,
S100Z,ENST00000951782,S100Z-207,+,76914025,76915439,37610,valid,
S100Z,ENST00000951783,S100Z-208,+,76894485,76895092,17263,valid,
S100Z,ENST00000951784,S100Z-209,+,76877674,76879726,1897,valid,
SELE,ENST00000333360,SELE-201,-,169722640,169724509,3107,valid,
SELE,ENST00000367774,SELE-202,-,169725729,169725801,18,valid,
SELE,ENST00000367775,SELE-203,-,169722641,169724509,3106,valid,
SELE,ENST00000367776,SELE-204,-,169722641,169724509,3106,valid,
SELE,ENST00000367777,SELE-205,-,169722641,169724509,3106,valid,
SELE,ENST00000461085,SELE-206,-,169731491,169731942,,missing_CDS,
SELE,ENST00000609271,SELE-207,-,169733577,169733660,,invalid_or_negative,
SELP,ENST00000263686,SELP-201,-,169588849,169589461,1302,valid,
SELP,ENST00000367786,SELP-202,-,169589514,169589605,637,valid,
SELP,ENST00000367788,SELP-203,-,169590147,169590202,4,valid,
SELP,ENST00000367795,SELP-204,-,169603026,169603211,,invalid_or_negative,
SELP,ENST00000426706,SELP-205,-,169588849,169589565,1302,valid,
SELP,ENST00000458599,SELP-206,-,169590147,169590202,4,valid,
SELP,ENST00000466167,SELP-207,-,169589077,169589565,,missing_CDS,
SELP,ENST00000909597,SELP-208,-,169588421,169589565,1730,valid,
SELP,ENST00000909598,SELP-209,-,169588429,169589461,1722,valid,
