gene,polyA_group,feature_type,feature_id,chrom,start,end,strand,transcripts,transcript_names,avg_utr_length,min_utr_length,max_utr_length,evidence_tier
S100A6,S100A6_polyA2,polyA_window,S100A6_polyA2_window,1,153534514,153534914,-,ENST00000462776,S100A6-203,0.0,0,0,tier3_polyA
S100A6,S100A6_polyA2,last_exon_group,S100A6_polyA2_exon_ENST00000462776,1,153534714,153534830,-,ENST00000462776,S100A6-203,0.0,0,0,tier1_group
S100A6,S100A6_polyA3,polyA_window,S100A6_polyA3_window,1,153534893,153535293,-,ENST00000462951,S100A6-204,,,,tier3_polyA
S100A6,S100A6_polyA3,last_exon_group,S100A6_polyA3_exon_ENST00000462951,1,153535093,153535360,-,ENST00000462951,S100A6-204,,,,tier1_group
S100A7A,S100A7A_polyA1,polyA_window,S100A7A_polyA1_window,1,153419162,153419562,+,ENST00000329256;ENST00000368728,S100A7A-201;S100A7A-202,56.5,49,64,tier3_polyA
S100A7A,S100A7A_polyA1,last_exon_group,S100A7A_polyA1_exon_ENST00000329256,1,153419145,153419355,+,ENST00000329256,S100A7A-201,56.5,49,64,tier1_group
S100A7A,S100A7A_polyA1,last_exon_group,S100A7A_polyA1_exon_ENST00000368728,1,153419145,153419370,+,ENST00000368728,S100A7A-202,56.5,49,64,tier1_group
S100A7A,S100A7A_polyA2,polyA_window,S100A7A_polyA2_window,1,153423022,153423422,+,ENST00000368729,S100A7A-203,3916.0,3916,3916,tier3_polyA
S100A7A,S100A7A_polyA2,last_exon_group,S100A7A_polyA2_exon_ENST00000368729,1,153419145,153423222,+,ENST00000368729,S100A7A-203,3916.0,3916,3916,tier1_group
S100A8,S100A8_polyA1,polyA_window,S100A8_polyA1_window,1,153389832,153390232,-,ENST00000368732;ENST00000368733;ENST00000909751;ENST00000955442;ENST00000909750;ENST00000955443,S100A8-201;S100A8-202;S100A8-205;S100A8-206;S100A8-204;S100A8-207,73.66666666666667,73,74,tier3_polyA
S100A8,S100A8_polyA1,last_exon_group,S100A8_polyA1_exon_ENST00000368732,1,153390032,153390243,-,ENST00000368732,S100A8-201,73.66666666666667,73,74,tier1_group
S100A8,S100A8_polyA1,last_exon_group,S100A8_polyA1_exon_ENST00000368733,1,153390032,153390243,-,ENST00000368733,S100A8-202,73.66666666666667,73,74,tier1_group
S100A8,S100A8_polyA1,last_exon_group,S100A8_polyA1_exon_ENST00000909751,1,153390032,153390243,-,ENST00000909751,S100A8-205,73.66666666666667,73,74,tier1_group
S100A8,S100A8_polyA1,last_exon_group,S100A8_polyA1_exon_ENST00000955442,1,153390032,153390237,-,ENST00000955442,S100A8-206,73.66666666666667,73,74,tier1_group
S100A8,S100A8_polyA1,last_exon_group,S100A8_polyA1_exon_ENST00000909750,1,153390033,153390243,-,ENST00000909750,S100A8-204,73.66666666666667,73,74,tier1_group
S100A8,S100A8_polyA1,last_exon_group,S100A8_polyA1_exon_ENST00000955443,1,153390033,153390243,-,ENST00000955443,S100A8-207,73.66666666666667,73,74,tier1_group
S100A8,S100A8_polyA2,polyA_window,S100A8_polyA2_window,1,153390004,153390404,-,ENST00000477801,S100A8-203,,,,tier3_polyA
S100A8,S100A8_polyA2,last_exon_group,S100A8_polyA2_exon_ENST00000477801,1,153390204,153390243,-,ENST00000477801,S100A8-203,,,,tier1_group
S100B,S100B_polyA1,polyA_window,S100B_polyA1_window,21,46598309,46598709,-,ENST00000877393;ENST00000963271;ENST00000877391;ENST00000877392,S100B-206;S100B-211;S100B-204;S100B-205,857.0,856,858,tier3_polyA
S100B,S100B_polyA1,last_exon_group,S100B_polyA1_exon_ENST00000877393,21,46598508,46599503,-,ENST00000877393,S100B-206,857.0,856,858,tier1_group
S100B,S100B_polyA1,last_exon_group,S100B_polyA1_exon_ENST00000963271,21,46598508,46599503,-,ENST00000963271,S100B-211,857.0,856,858,tier1_group
S100B,S100B_polyA1,last_exon_group,S100B_polyA1_exon_ENST00000877391,21,46598510,46599503,-,ENST00000877391,S100B-204,857.0,856,858,tier1_group
S100B,S100B_polyA1,last_exon_group,S100B_polyA1_exon_ENST00000877392,21,46598510,46599503,-,ENST00000877392,S100B-205,857.0,856,858,tier1_group
S100B,S100B_polyA2,polyA_window,S100B_polyA2_window,21,46598404,46598804,-,ENST00000291700,S100B-201,762.0,762,762,tier3_polyA
S100B,S100B_polyA2,last_exon_group,S100B_polyA2_exon_ENST00000291700,21,46598604,46599503,-,ENST00000291700,S100B-201,762.0,762,762,tier1_group
S100B,S100B_polyA3,polyA_window,S100B_polyA3_window,21,46598761,46599161,-,ENST00000963272;ENST00000367071;ENST00000877394;ENST00000877395;ENST00000928840;ENST00000963273,S100B-212;S100B-202;S100B-207;S100B-208;S100B-210;S100B-213,419.6666666666667,403,492,tier3_polyA
S100B,S100B_polyA3,last_exon_group,S100B_polyA3_exon_ENST00000963272,21,46598955,46599503,-,ENST00000963272,S100B-212,419.6666666666667,403,492,tier1_group
S100B,S100B_polyA3,last_exon_group,S100B_polyA3_exon_ENST00000367071,21,46598962,46599503,-,ENST00000367071,S100B-202,419.6666666666667,403,492,tier1_group
S100B,S100B_polyA3,last_exon_group,S100B_polyA3_exon_ENST00000877394,21,46598962,46599503,-,ENST00000877394,S100B-207,419.6666666666667,403,492,tier1_group
S100B,S100B_polyA3,last_exon_group,S100B_polyA3_exon_ENST00000877395,21,46598962,46599503,-,ENST00000877395,S100B-208,419.6666666666667,403,492,tier1_group
S100B,S100B_polyA3,last_exon_group,S100B_polyA3_exon_ENST00000928840,21,46598962,46599503,-,ENST00000928840,S100B-210,419.6666666666667,403,492,tier1_group
S100B,S100B_polyA3,last_exon_group,S100B_polyA3_exon_ENST00000963273,21,46598963,46599503,-,ENST00000963273,S100B-213,419.6666666666667,403,492,tier1_group
S100B,S100B_polyA4,polyA_window,S100B_polyA4_window,21,46599008,46599408,-,ENST00000877396,S100B-209,158.0,158,158,tier3_polyA
S100B,S100B_polyA4,last_exon_group,S100B_polyA4_exon_ENST00000877396,21,46599208,46599503,-,ENST00000877396,S100B-209,158.0,158,158,tier1_group
S100B,S100B_polyA5,polyA_window,S100B_polyA5_window,21,46599081,46599481,-,ENST00000397648,S100B-203,85.0,85,85,tier3_polyA
S100B,S100B_polyA5,last_exon_group,S100B_polyA5_exon_ENST00000397648,21,46599281,46599503,-,ENST00000397648,S100B-203,85.0,85,85,tier1_group
S100Z,S100Z_polyA1,polyA_window,S100Z_polyA1_window,5,76878019,76878419,+,ENST00000513010,S100Z-202,390.0,390,390,tier3_polyA
S100Z,S100Z_polyA1,last_exon_group,S100Z_polyA1_exon_ENST00000513010,5,76877674,76878219,+,ENST00000513010,S100Z-202,390.0,390,390,tier1_group
S100Z,S100Z_polyA2,polyA_window,S100Z_polyA2_window,5,76878844,76879244,+,ENST00000873723,S100Z-205,1215.0,1215,1215,tier3_polyA
S100Z,S100Z_polyA2,last_exon_group,S100Z_polyA2_exon_ENST00000873723,5,76877674,76879044,+,ENST00000873723,S100Z-205,1215.0,1215,1215,tier1_group
S100Z,S100Z_polyA3,polyA_window,S100Z_polyA3_window,5,76879526,76879926,+,ENST00000951784,S100Z-209,1897.0,1897,1897,tier3_polyA
S100Z,S100Z_polyA3,last_exon_group,S100Z_polyA3_exon_ENST00000951784,5,76877674,76879726,+,ENST00000951784,S100Z-209,1897.0,1897,1897,tier1_group
S100Z,S100Z_polyA4,polyA_window,S100Z_polyA4_window,5,76894892,76895292,+,ENST00000951783,S100Z-208,17263.0,17263,17263,tier3_polyA
S100Z,S100Z_polyA4,last_exon_group,S100Z_polyA4_exon_ENST00000951783,5,76894485,76895092,+,ENST00000951783,S100Z-208,17263.0,17263,17263,tier1_group
S100Z,S100Z_polyA5,polyA_window,S100Z_polyA5_window,5,76915239,76915639,+,ENST00000951782,S100Z-207,37610.0,37610,37610,tier3_polyA
S100Z,S100Z_polyA5,last_exon_group,S100Z_polyA5_exon_ENST00000951782,5,76914025,76915439,+,ENST00000951782,S100Z-207,37610.0,37610,37610,tier1_group
S100Z,S100Z_polyA6,polyA_window,S100Z_polyA6_window,5,76920826,76921226,+,ENST00000613039,S100Z-203,43197.0,43197,43197,tier3_polyA
S100Z,S100Z_polyA6,last_exon_group,S100Z_polyA6_exon_ENST00000613039,5,76920717,76921026,+,ENST00000613039,S100Z-203,43197.0,43197,43197,tier1_group
S100Z,S100Z_polyA7,polyA_window,S100Z_polyA7_window,5,76921448,76921848,+,ENST00000951781;ENST00000873722;ENST00000317593,S100Z-206;S100Z-204;S100Z-201,43819.666666666664,43818,43821,tier3_polyA
S100Z,S100Z_polyA7,last_exon_group,S100Z_polyA7_exon_ENST00000951781,5,76920721,76921647,+,ENST00000951781,S100Z-206,43819.666666666664,43818,43821,tier1_group
S100Z,S100Z_polyA7,last_exon_group,S100Z_polyA7_exon_ENST00000873722,5,76920717,76921649,+,ENST00000873722,S100Z-204,43819.666666666664,43818,43821,tier1_group
S100Z,S100Z_polyA7,last_exon_group,S100Z_polyA7_exon_ENST00000317593,5,76920717,76921650,+,ENST00000317593,S100Z-201,43819.666666666664,43818,43821,tier1_group
SELE,SELE_polyA1,polyA_window,SELE_polyA1_window,1,169722440,169722840,-,ENST00000333360;ENST00000367775;ENST00000367776;ENST00000367777,SELE-201;SELE-203;SELE-204;SELE-205,3106.25,3106,3107,tier3_polyA
SELE,SELE_polyA1,last_exon_group,SELE_polyA1_exon_ENST00000333360,1,169722640,169724509,-,ENST00000333360,SELE-201,3106.25,3106,3107,tier1_group
SELE,SELE_polyA1,last_exon_group,SELE_polyA1_exon_ENST00000367775,1,169722641,169724509,-,ENST00000367775,SELE-203,3106.25,3106,3107,tier1_group
SELE,SELE_polyA1,last_exon_group,SELE_polyA1_exon_ENST00000367776,1,169722641,169724509,-,ENST00000367776,SELE-204,3106.25,3106,3107,tier1_group
SELE,SELE_polyA1,last_exon_group,SELE_polyA1_exon_ENST00000367777,1,169722641,169724509,-,ENST00000367777,SELE-205,3106.25,3106,3107,tier1_group
SELE,SELE_polyA2,polyA_window,SELE_polyA2_window,1,169725529,169725929,-,ENST00000367774,SELE-202,18.0,18,18,tier3_polyA
SELE,SELE_polyA2,last_exon_group,SELE_polyA2_exon_ENST00000367774,1,169725729,169725801,-,ENST00000367774,SELE-202,18.0,18,18,tier1_group
SELE,SELE_polyA3,polyA_window,SELE_polyA3_window,1,169731291,169731691,-,ENST00000461085,SELE-206,,,,tier3_polyA
SELE,SELE_polyA3,last_exon_group,SELE_polyA3_exon_ENST00000461085,1,169731491,169731942,-,ENST00000461085,SELE-206,,,,tier1_group
SELE,SELE_polyA4,polyA_window,SELE_polyA4_window,1,169733377,169733777,-,ENST00000609271,SELE-207,0.0,0,0,tier3_polyA
SELE,SELE_polyA4,last_exon_group,SELE_polyA4_exon_ENST00000609271,1,169733577,169733660,-,ENST00000609271,SELE-207,0.0,0,0,tier1_group
SELP,SELP_polyA1,polyA_window,SELP_polyA1_window,1,169588225,169588625,-,ENST00000909597;ENST00000909599;ENST00000909600;ENST00000909598,SELP-208;SELP-210;SELP-211;SELP-209,1725.5,1722,1730,tier3_polyA
SELP,SELP_polyA1,last_exon_group,SELP_polyA1_exon_ENST00000909597,1,169588421,169589565,-,ENST00000909597,SELP-208,1725.5,1722,1730,tier1_group
SELP,SELP_polyA1,last_exon_group,SELP_polyA1_exon_ENST00000909599,1,169588426,169589565,-,ENST00000909599,SELP-210,1725.5,1722,1730,tier1_group
SELP,SELP_polyA1,last_exon_group,SELP_polyA1_exon_ENST00000909600,1,169588426,169589461,-,ENST00000909600,SELP-211,1725.5,1722,1730,tier1_group
SELP,SELP_polyA1,last_exon_group,SELP_polyA1_exon_ENST00000909598,1,169588429,169589461,-,ENST00000909598,SELP-209,1725.5,1722,1730,tier1_group
SELP,SELP_polyA2,polyA_window,SELP_polyA2_window,1,169588650,169589050,-,ENST00000263686;ENST00000426706;ENST00000909601;ENST00000909603;ENST00000909604;ENST00000909605;ENST00000909606;ENST00000909607;ENST00000909608;ENST00000909610;ENST00000958021;ENST00000958023;ENST00000958024;ENST00000909609;ENST00000958022;ENST00000958025;ENST00000909602;ENST00000958026;ENST00000958027;ENST00000958029;ENST00000958028,SELP-201;SELP-205;SELP-212;SELP-214;SELP-215;SELP-216;SELP-217;SELP-218;SELP-219;SELP-221;SELP-222;SELP-224;SELP-225;SELP-220;SELP-223;SELP-226;SELP-213;SELP-227;SELP-228;SELP-230;SELP-229,1300.952380952381,1298,1302,tier3_polyA
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000263686,1,169588849,169589461,-,ENST00000263686,SELP-201,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000426706,1,169588849,169589565,-,ENST00000426706,SELP-205,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909601,1,169588849,169589869,-,ENST00000909601,SELP-212,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909603,1,169588849,169589533,-,ENST00000909603,SELP-214,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909604,1,169588849,169589565,-,ENST00000909604,SELP-215,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909605,1,169588849,169589533,-,ENST00000909605,SELP-216,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909606,1,169588849,169590202,-,ENST00000909606,SELP-217,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909607,1,169588849,169590202,-,ENST00000909607,SELP-218,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909608,1,169588849,169589533,-,ENST00000909608,SELP-219,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909610,1,169588849,169589533,-,ENST00000909610,SELP-221,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958021,1,169588849,169590023,-,ENST00000958021,SELP-222,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958023,1,169588849,169589869,-,ENST00000958023,SELP-224,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958024,1,169588849,169589461,-,ENST00000958024,SELP-225,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909609,1,169588851,169589461,-,ENST00000909609,SELP-220,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958022,1,169588851,169589869,-,ENST00000958022,SELP-223,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958025,1,169588851,169589533,-,ENST00000958025,SELP-226,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000909602,1,169588852,169589285,-,ENST00000909602,SELP-213,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958026,1,169588852,169589869,-,ENST00000958026,SELP-227,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958027,1,169588852,169589565,-,ENST00000958027,SELP-228,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958029,1,169588852,169589869,-,ENST00000958029,SELP-230,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA2,last_exon_group,SELP_polyA2_exon_ENST00000958028,1,169588853,169589461,-,ENST00000958028,SELP-229,1300.952380952381,1298,1302,tier1_group
SELP,SELP_polyA3,polyA_window,SELP_polyA3_window,1,169588877,169589277,-,ENST00000466167,SELP-207,,,,tier3_polyA
SELP,SELP_polyA3,last_exon_group,SELP_polyA3_exon_ENST00000466167,1,169589077,169589565,-,ENST00000466167,SELP-207,,,,tier1_group
SELP,SELP_polyA4,polyA_window,SELP_polyA4_window,1,169589314,169589714,-,ENST00000367786,SELP-202,637.0,637,637,tier3_polyA
SELP,SELP_polyA4,last_exon_group,SELP_polyA4_exon_ENST00000367786,1,169589514,169589605,-,ENST00000367786,SELP-202,637.0,637,637,tier1_group
SELP,SELP_polyA5,polyA_window,SELP_polyA5_window,1,169589947,169590347,-,ENST00000367788;ENST00000458599,SELP-203;SELP-206,4.0,4,4,tier3_polyA
SELP,SELP_polyA5,last_exon_group,SELP_polyA5_exon_ENST00000367788,1,169590147,169590202,-,ENST00000367788,SELP-203,4.0,4,4,tier1_group
SELP,SELP_polyA5,last_exon_group,SELP_polyA5_exon_ENST00000458599,1,169590147,169590202,-,ENST00000458599,SELP-206,4.0,4,4,tier1_group
SELP,SELP_polyA6,polyA_window,SELP_polyA6_window,1,169602826,169603226,-,ENST00000367795,SELP-204,0.0,0,0,tier3_polyA
SELP,SELP_polyA6,last_exon_group,SELP_polyA6_exon_ENST00000367795,1,169603026,169603211,-,ENST00000367795,SELP-204,0.0,0,0,tier1_group
SELPLG,SELPLG_polyA1,polyA_window,SELPLG_polyA1_window,12,108620213,108620613,-,ENST00000228463,SELPLG-201,2659.0,2659,2659,tier3_polyA
SELPLG,SELPLG_polyA1,last_exon_group,SELPLG_polyA1_exon_ENST00000228463,12,108620413,108624312,-,ENST00000228463,SELPLG-201,2659.0,2659,2659,tier1_group
SELPLG,SELPLG_polyA2,polyA_window,SELPLG_polyA2_window,12,108621695,108622095,-,ENST00000550948,SELPLG-203,1177.0,1177,1177,tier3_polyA
SELPLG,SELPLG_polyA2,last_exon_group,SELPLG_polyA2_exon_ENST00000550948,12,108621895,108624312,-,ENST00000550948,SELPLG-203,1177.0,1177,1177,tier1_group
SELPLG,SELPLG_polyA3,polyA_window,SELPLG_polyA3_window,12,108622075,108622475,-,ENST00000884614;ENST00000942795;ENST00000884615,SELPLG-204;SELPLG-206;SELPLG-205,796.3333333333334,795,797,tier3_polyA
SELPLG,SELPLG_polyA3,last_exon_group,SELPLG_polyA3_exon_ENST00000884614,12,108622275,108624312,-,ENST00000884614,SELPLG-204,796.3333333333334,795,797,tier1_group
SELPLG,SELPLG_polyA3,last_exon_group,SELPLG_polyA3_exon_ENST00000942795,12,108622275,108624312,-,ENST00000942795,SELPLG-206,796.3333333333334,795,797,tier1_group
SELPLG,SELPLG_polyA3,last_exon_group,SELPLG_polyA3_exon_ENST00000884615,12,108622277,108624312,-,ENST00000884615,SELPLG-205,796.3333333333334,795,797,tier1_group
SELPLG,SELPLG_polyA4,polyA_window,SELPLG_polyA4_window,12,108622488,108622888,-,ENST00000388962,SELPLG-202,384.0,384,384,tier3_polyA
SELPLG,SELPLG_polyA4,last_exon_group,SELPLG_polyA4_exon_ENST00000388962,12,108622688,108623887,-,ENST00000388962,SELPLG-202,384.0,384,384,tier1_group
TGFBR1,TGFBR1_polyA1,polyA_window,TGFBR1_polyA1_window,9,99149141,99149541,+,ENST00000550253,TGFBR1-208,39.0,39,39,tier3_polyA
TGFBR1,TGFBR1_polyA1,last_exon_group,TGFBR1_polyA1_exon_ENST00000550253,9,99149180,99149341,+,ENST00000550253,TGFBR1-208,39.0,39,39,tier1_group
TGFBR1,TGFBR1_polyA2,polyA_window,TGFBR1_polyA2_window,9,99149248,99149648,+,ENST00000548365;ENST00000549021,TGFBR1-205;TGFBR1-206,2018.5,146,3891,tier3_polyA
TGFBR1,TGFBR1_polyA2,last_exon_group,TGFBR1_polyA2_exon_ENST00000548365,9,99149180,99149448,+,ENST00000548365,TGFBR1-205,2018.5,146,3891,tier1_group
TGFBR1,TGFBR1_polyA2,last_exon_group,TGFBR1_polyA2_exon_ENST00000549021,9,99149180,99149448,+,ENST00000549021,TGFBR1-206,2018.5,146,3891,tier1_group
TGFBR1,TGFBR1_polyA3,polyA_window,TGFBR1_polyA3_window,9,99149354,99149754,+,ENST00000549766;ENST00000698942,TGFBR1-207;TGFBR1-212,10697.5,1868,19527,tier3_polyA
TGFBR1,TGFBR1_polyA3,last_exon_group,TGFBR1_polyA3_exon_ENST00000549766,9,99149180,99149528,+,ENST00000549766,TGFBR1-207,10697.5,1868,19527,tier1_group
TGFBR1,TGFBR1_polyA3,last_exon_group,TGFBR1_polyA3_exon_ENST00000698942,9,99149180,99149580,+,ENST00000698942,TGFBR1-212,10697.5,1868,19527,tier1_group
TGFBR1,TGFBR1_polyA4,polyA_window,TGFBR1_polyA4_window,9,99151156,99151556,+,ENST00000698941;ENST00000698943,TGFBR1-211;TGFBR1-213,2049.0,2049,2049,tier3_polyA
TGFBR1,TGFBR1_polyA4,last_exon_group,TGFBR1_polyA4_exon_ENST00000698941,9,99149180,99151351,+,ENST00000698941,TGFBR1-211,2049.0,2049,2049,tier1_group
TGFBR1,TGFBR1_polyA4,last_exon_group,TGFBR1_polyA4_exon_ENST00000698943,9,99149180,99151361,+,ENST00000698943,TGFBR1-213,2049.0,2049,2049,tier1_group
TGFBR1,TGFBR1_polyA5,polyA_window,TGFBR1_polyA5_window,9,99153454,99153854,+,ENST00000714347;ENST00000714351;ENST00000714349;ENST00000971225;ENST00000374990;ENST00000714346;ENST00000714350;ENST00000858564;ENST00000937286;ENST00000937287;ENST00000937288;ENST00000714348;ENST00000552516;ENST00000858563;ENST00000714345,TGFBR1-216;TGFBR1-220;TGFBR1-218;TGFBR1-227;TGFBR1-201;TGFBR1-215;TGFBR1-219;TGFBR1-222;TGFBR1-224;TGFBR1-225;TGFBR1-226;TGFBR1-217;TGFBR1-209;TGFBR1-221;TGFBR1-214,14475.2,4344,46564,tier3_polyA
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000714347,9,99149180,99153643,+,ENST00000714347,TGFBR1-216,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000714351,9,99149180,99153644,+,ENST00000714351,TGFBR1-220,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000714349,9,99149180,99153646,+,ENST00000714349,TGFBR1-218,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000971225,9,99149180,99153646,+,ENST00000971225,TGFBR1-227,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000374990,9,99149180,99153649,+,ENST00000374990,TGFBR1-201,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000714346,9,99149180,99153649,+,ENST00000714346,TGFBR1-215,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000714350,9,99149180,99153649,+,ENST00000714350,TGFBR1-219,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000858564,9,99149180,99153649,+,ENST00000858564,TGFBR1-222,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000937286,9,99149180,99153649,+,ENST00000937286,TGFBR1-224,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000937287,9,99149180,99153649,+,ENST00000937287,TGFBR1-225,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000937288,9,99149180,99153649,+,ENST00000937288,TGFBR1-226,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000714348,9,99149180,99153650,+,ENST00000714348,TGFBR1-217,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000552516,9,99149180,99153658,+,ENST00000552516,TGFBR1-209,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000858563,9,99149180,99153690,+,ENST00000858563,TGFBR1-221,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA5,last_exon_group,TGFBR1_polyA5_exon_ENST00000714345,9,99149180,99153692,+,ENST00000714345,TGFBR1-214,14475.2,4344,46564,tier1_group
TGFBR1,TGFBR1_polyA6,polyA_window,TGFBR1_polyA6_window,9,99153992,99154392,+,ENST00000374994;ENST00000546584;ENST00000547314;ENST00000552573;ENST00000937285,TGFBR1-202;TGFBR1-203;TGFBR1-204;TGFBR1-210;TGFBR1-223,4890.0,4890,4890,tier3_polyA
TGFBR1,TGFBR1_polyA6,last_exon_group,TGFBR1_polyA6_exon_ENST00000374994,9,99149180,99154192,+,ENST00000374994,TGFBR1-202,4890.0,4890,4890,tier1_group
TGFBR1,TGFBR1_polyA6,last_exon_group,TGFBR1_polyA6_exon_ENST00000546584,9,99149180,99154192,+,ENST00000546584,TGFBR1-203,4890.0,4890,4890,tier1_group
TGFBR1,TGFBR1_polyA6,last_exon_group,TGFBR1_polyA6_exon_ENST00000547314,9,99149180,99154192,+,ENST00000547314,TGFBR1-204,4890.0,4890,4890,tier1_group
TGFBR1,TGFBR1_polyA6,last_exon_group,TGFBR1_polyA6_exon_ENST00000552573,9,99149180,99154192,+,ENST00000552573,TGFBR1-210,4890.0,4890,4890,tier1_group
TGFBR1,TGFBR1_polyA6,last_exon_group,TGFBR1_polyA6_exon_ENST00000937285,9,99149180,99154192,+,ENST00000937285,TGFBR1-223,4890.0,4890,4890,tier1_group
TGFBR2,TGFBR2_polyA1,polyA_window,TGFBR2_polyA1_window,3,30650257,30650657,+,ENST00000673250,TGFBR2-206,,,,tier3_polyA
TGFBR2,TGFBR2_polyA1,last_exon_group,TGFBR2_polyA1_exon_ENST00000673250,3,30650270,30650457,+,ENST00000673250,TGFBR2-206,,,,tier1_group
TGFBR2,TGFBR2_polyA2,polyA_window,TGFBR2_polyA2_window,3,30691726,30692126,+,ENST00000672050,TGFBR2-203,,,,tier3_polyA
TGFBR2,TGFBR2_polyA2,last_exon_group,TGFBR2_polyA2_exon_ENST00000672050,3,30691420,30691926,+,ENST00000672050,TGFBR2-203,,,,tier1_group
TGFBR2,TGFBR2_polyA3,polyA_window,TGFBR2_polyA3_window,3,30692286,30692686,+,ENST00000894724;ENST00000941789,TGFBR2-211;TGFBR2-213,890.0,871,909,tier3_polyA
TGFBR2,TGFBR2_polyA3,last_exon_group,TGFBR2_polyA3_exon_ENST00000894724,3,30691420,30692467,+,ENST00000894724,TGFBR2-211,890.0,871,909,tier1_group
TGFBR2,TGFBR2_polyA3,last_exon_group,TGFBR2_polyA3_exon_ENST00000941789,3,30691420,30692505,+,ENST00000941789,TGFBR2-213,890.0,871,909,tier1_group
TGFBR2,TGFBR2_polyA4,polyA_window,TGFBR2_polyA4_window,3,30693620,30694020,+,ENST00000673203,TGFBR2-205,,,,tier3_polyA
TGFBR2,TGFBR2_polyA4,last_exon_group,TGFBR2_polyA4_exon_ENST00000673203,3,30691420,30693820,+,ENST00000673203,TGFBR2-205,,,,tier1_group
